,bird_id,bird,trait_id,trait
121,0,Acadian Flycatcher,121,Crown-feather is dark.
122,0,Acadian Flycatcher,122,Belly has yellow. Yellow is greenish.
123,0,Acadian Flycatcher,123,Body mass has g. G is 13.1.
124,0,Acadian Flycatcher,124,Wing-bar is conspicuous.
125,0,Acadian Flycatcher,125,Throat is white. White is clear.
126,0,Acadian Flycatcher,126,Molt limit is between. Between has feather. Feather is upperwing.
127,0,Acadian Flycatcher,127,Underpart is white. White has band. Band is subtle.
128,0,Acadian Flycatcher,128,Juvenile and fresh formative upperwing feather is worn.
129,0,Acadian Flycatcher,129,Chin and throat of the species is whitish.
130,0,Acadian Flycatcher,130,Chin is both.
131,0,Acadian Flycatcher,131,Throat is grayish.
132,0,Acadian Flycatcher,132,Upper mandible is dark.
133,0,Acadian Flycatcher,133,Wash on belly and undertail covert is yellow.
134,0,Acadian Flycatcher,134,Body mass is great.
135,0,Acadian Flycatcher,135,Song is have.
136,0,Acadian Flycatcher,136,Wing chord for male 73.6 mm has sd. Sd is 2.9.
137,0,Acadian Flycatcher,137,Feather is due. Due has density.
138,0,Acadian Flycatcher,138,Skin is dark.
139,0,Acadian Flycatcher,139,Primary covert has edging. Edging is reduced.
140,0,Acadian Flycatcher,140,Juvenile body feather is due. Due has density. Density is low.
141,0,Acadian Flycatcher,141,Molt limit is due. Due is to.
142,0,Acadian Flycatcher,142,Mandible is low.
143,0,Acadian Flycatcher,143,Wash on throat is yellowish.
144,0,Acadian Flycatcher,144,Wing beat is rapid.
145,0,Acadian Flycatcher,145,Barb density is low.
146,0,Acadian Flycatcher,146,Bill has mandible. Mandible is low.
147,0,Acadian Flycatcher,147,Wash on belly is faint.
148,0,Acadian Flycatcher,148,Wing is long.
149,0,Acadian Flycatcher,149,Feather has tip. Tip is conspicuous.
150,0,Acadian Flycatcher,150,Lower mandible is pinkish.
151,0,Acadian Flycatcher,151,Body mass has g. G has sd. Sd is 0.9.
152,0,Acadian Flycatcher,152,Wing bar is after. After has molt.
153,0,Acadian Flycatcher,153,Molt is preformative.
154,0,Acadian Flycatcher,154,Plumage is later.
155,0,Acadian Flycatcher,155,Song of the willow flycatcher has bew.
156,0,Acadian Flycatcher,156,Molt is partial.
157,0,Acadian Flycatcher,157,Throat is most.
158,0,Acadian Flycatcher,158,Covert is underwing.
159,0,Acadian Flycatcher,159,Molt is similar. Similar is to. To has adult.
160,0,Acadian Flycatcher,160,Belly has yellow. Yellow is pale.
161,0,Acadian Flycatcher,161,Throat is be.
162,0,Acadian Flycatcher,162,Wing bar is yellowish.
163,0,Acadian Flycatcher,163,Covert is dull.
164,0,Acadian Flycatcher,164,Wing is dark. Dark has bar. Bar is buffy.
165,0,Acadian Flycatcher,165,Underpart is dull.
166,0,Acadian Flycatcher,166,Molt limit is due. Due has rate.
167,0,Acadian Flycatcher,167,Wing bar is be.
168,0,Acadian Flycatcher,168,Juvenile wing covert is most.
169,0,Acadian Flycatcher,169,Primary covert is dusky.
170,0,Acadian Flycatcher,170,Feather is due. Due has density. Density is low.
171,0,Acadian Flycatcher,171,Mandible is pale.
172,0,Acadian Flycatcher,172,Throat has yellow. Yellow is more.
173,0,Acadian Flycatcher,173,Rectrix has edging. Edging is greenish.
174,0,Acadian Flycatcher,174,Underpart is suffused. Suffused has yellow.
175,0,Acadian Flycatcher,175,Molt is before. Before has migration.
176,0,Acadian Flycatcher,176,Underpart is white. White has band. Band is across. Across has breast.
177,0,Acadian Flycatcher,177,Song of the willow flycatcher has bew. Bew is sneezy.
178,0,Acadian Flycatcher,178,Wash is olive.
179,0,Acadian Flycatcher,179,Covert has underwing.
180,0,Acadian Flycatcher,180,Underpart is yellow.
181,0,Acadian Flycatcher,181,Inner great covert is upperwing.
182,1,American Crow,0,Wingtip feather is like. Like has finger.
183,1,American Crow,1,Feather is iridescent.
184,1,American Crow,2,Molt has plumage.
185,1,American Crow,3,Call is audible.
186,1,American Crow,4,Eye is gray.
187,1,American Crow,5,Feather is middle.
188,1,American Crow,6,Bill is heavy.
189,1,American Crow,7,Wing covert is 0–3.
190,1,American Crow,8,Tail is to. To is brownish.
191,1,American Crow,9,Bill has hook. Hook is at. At has end.
192,1,American Crow,10,Gape is pink.
193,1,American Crow,11,Call of nestling is at.
194,1,American Crow,12,Call is loud.
195,1,American Crow,13,Plumage is blackish.
196,1,American Crow,14,Tail is short.
197,1,American Crow,15,Wing is glossy.
198,1,American Crow,16,Claw is mottled.
199,1,American Crow,17,Feather is stiff.
200,1,American Crow,18,Bill is robust.
201,1,American Crow,19,Plumage is until. Until has start.
202,1,American Crow,20,Throat-feather is pointed.
203,1,American Crow,21,Bill is glossy.
204,1,American Crow,22,Wing covert is medium.
205,1,American Crow,23,Skin is for. For has mo. Mo is 3.
206,1,American Crow,24,Rectrix is middle.
207,1,American Crow,25,Rectrix is dull.
208,1,American Crow,26,Call of a crow is natural.
209,1,American Crow,27,Plumage is violet. Violet is glossy.
210,1,American Crow,28,Feather of upper back has appearance.
211,1,American Crow,29,Tail is shaped. Shaped has wedge.
212,1,American Crow,30,Call of nestling is audible. Audible is to. To has person.
213,1,American Crow,31,Tail is open.
214,1,American Crow,32,Underpart has violet. Violet is bluish.
215,1,American Crow,33,Call of a crow is be.
216,1,American Crow,34,Skin is at. At has corner.
217,1,American Crow,35,Bill is grayish.
218,1,American Crow,36,Call of a crow is harsh.
219,1,American Crow,37,Wing is broad.
220,1,American Crow,38,Upper back has scapular.
221,1,American Crow,39,Contour feather is gray. Gray is dark.
222,1,American Crow,40,Claw is black.
223,1,American Crow,41,Claw has toe.
224,1,American Crow,42,Bill is small.
225,1,American Crow,43,Oz wingspan is 21.9.
226,1,American Crow,44,Bill is bright.
227,1,American Crow,45,Wing beat is slow.
228,1,American Crow,46,Fledgling is recent.
229,1,American Crow,47,Throat-feather is elongated.
230,1,American Crow,48,Feather is bristlelike.
231,1,American Crow,49,Feather is fluffy.
232,1,American Crow,50,Underpart is glossy.
233,1,American Crow,51,Feather is for. For has mo. Mo is 13.
234,1,American Crow,52,Mobbing call is raucous.
235,1,American Crow,53,Bill is stout.
236,1,American Crow,54,Tail is squared.
237,1,American Crow,55,New feather is glossy.
238,1,American Crow,56,Throat feather is shaggy.
239,1,American Crow,57,Contour feather is flimsy.
240,1,American Crow,58,Eye is blue.
241,1,American Crow,59,Plumage is glossy.
242,1,American Crow,60,Crown is crimson.
243,1,American Crow,61,Bill is pointed.
244,1,American Crow,62,Plumage has character.
245,1,American Crow,63,Bill is straight.
246,1,American Crow,64,Bill has black. Black is after. After has year. Year is more.
247,1,American Crow,65,Wing covert is great.
248,1,American Crow,66,Bill is dark.
249,1,American Crow,67,Tail is shaped. Shaped has fan.
250,1,American Crow,68,Feather of back is to. To is brown. Brown is dusky.
251,1,American Crow,69,Tail is rounded.
252,1,American Crow,70,Bill is powerful.
253,1,American Crow,71,Plumage is close.
254,1,American Crow,72,Claw is gray. Gray is dark.
255,1,American Crow,73,Feather is brownish.
256,1,American Crow,74,Iris has sol.
257,1,American Crow,75,Mobbing call is intense.
258,1,American Crow,76,Claw is variable.
259,1,American Crow,77,Call of a crow has caw.
260,1,American Crow,78,Bill is inside.
261,1,American Crow,79,Feather is during.
262,1,American Crow,80,Plumage is basic.
263,1,American Crow,81,Feather of upper back has appearance. Appearance is scalelike.
264,1,American Crow,82,Feather is loose.
265,1,American Crow,83,Contour feather is dull.
266,1,American Crow,84,Feather is can.
267,1,American Crow,85,Tarsus is long.
268,1,American Crow,86,Feather is before.
269,1,American Crow,87,Call of nestling is weak.
270,1,American Crow,88,Iris is gray. Gray is blue.
271,1,American Crow,89,Body is blackish.
272,1,American Crow,90,Tail is be.
273,1,American Crow,91,Oz wingspan is 11.2.
274,1,American Crow,92,Bill has hook. Hook is slight.
275,1,American Crow,93,Beak is curvi.
276,1,American Crow,94,Claw is white.
277,1,American Crow,95,Wing is long.
278,1,American Crow,96,Plumage is i.
279,1,American Crow,97,Head is glossy.
280,1,American Crow,98,Bill is to. To has pink. Pink is pale.
281,1,American Crow,99,Bristle is stiff.
282,1,American Crow,100,Bill is black.
283,1,American Crow,101,Plumage is soft.
284,1,American Crow,102,Iris is at. At has d. D is 28.
285,1,American Crow,103,Underpart is dull.
286,1,American Crow,104,Egg tooth is at. At has fledging.
287,1,American Crow,105,Call is similar.
288,1,American Crow,106,Beak is big.
289,1,American Crow,107,Plumage is similar. Similar is to.
290,1,American Crow,108,Feather is be.
291,1,American Crow,109,Iris has color. Color is yellow.
292,1,American Crow,110,Claw is gray. Gray has sol.
293,1,American Crow,111,Iris has steel.
294,1,American Crow,112,Wing is greenish.
295,1,American Crow,113,Feather is long.
296,1,American Crow,114,Feather is old.
297,2,American Goldfinch,0,Alternate plumage is like. Like is basic.
298,2,American Goldfinch,1,Tail is dusky.
299,2,American Goldfinch,2,Back is green.
300,2,American Goldfinch,3,Male museum skin has length. Length is mean.
301,2,American Goldfinch,4,Underpart is white. White is whitish.
302,2,American Goldfinch,5,Mandible is 2.
303,2,American Goldfinch,6,Plumage is 2.
304,2,American Goldfinch,7,Feather has patch. Patch on outer rectrix is distinct.
305,2,American Goldfinch,8,Molt limit has covert. Covert is 5. 5 is up.
306,2,American Goldfinch,9,Covert is great.
307,2,American Goldfinch,10,Covert is without. Without has mottling. Mottling is black.
308,2,American Goldfinch,11,Bill is conical.
309,2,American Goldfinch,12,Alternate plumage is eastern. Eastern has species.
310,2,American Goldfinch,13,Tail pattern is different.
311,2,American Goldfinch,14,Coloration is dark.
312,2,American Goldfinch,15,Feather is alular.
313,2,American Goldfinch,16,Tail is notched.
314,2,American Goldfinch,17,Cheek is dark.
315,2,American Goldfinch,18,Throat has covert. Covert is yellow.
316,2,American Goldfinch,19,Male museum skin has length.
317,2,American Goldfinch,20,Head has back.
318,2,American Goldfinch,21,Flight feather has covert. Covert is great.
319,2,American Goldfinch,22,Feather tract is incipient.
320,2,American Goldfinch,23,Throat is yellow. Yellow is bright.
321,2,American Goldfinch,24,Tail is short.
322,2,American Goldfinch,25,Flight call has vocalization.
323,2,American Goldfinch,26,Vent is white.
324,2,American Goldfinch,27,Definitive plumage is at. At has plumage. Plumage is basic. Basic is second.
325,2,American Goldfinch,28,Body molt is during.
326,2,American Goldfinch,29,Rectrix is possible. Possible has variation.
327,2,American Goldfinch,30,Alternate plumage is basic.
328,2,American Goldfinch,31,Flight feather is dark.
329,2,American Goldfinch,32,Flight feather is fresh.
330,2,American Goldfinch,33,Covert is blackish.
331,2,American Goldfinch,34,Head is without. Without has mottling. Mottling is black.
332,2,American Goldfinch,35,Wing is black. Black has tip. Tip is white.
333,2,American Goldfinch,36,Rectrix and remainder of upperwing feather is black. Black is brownish.
334,2,American Goldfinch,37,Covert is yellow. Yellow is olive.
335,2,American Goldfinch,38,Juvenile body feather is due. Due is to.
336,2,American Goldfinch,39,Molt limit has covert.
337,2,American Goldfinch,40,Outer covert is dull.
338,2,American Goldfinch,41,Breeding plumage is yellow. Yellow is bright.
339,2,American Goldfinch,42,Bill is dull.
340,2,American Goldfinch,43,Plumage is during. During has season.
341,2,American Goldfinch,44,Alternate contour feather is due. Due has density. Density is sparse.
342,2,American Goldfinch,45,Inner great covert is 5. 5 is up.
343,2,American Goldfinch,46,Plumage of female is vibrant.
344,2,American Goldfinch,47,Bill color is to. To has brown. Brown is concurrent. Concurrent has molt.
345,2,American Goldfinch,48,Plumage is basic. Basic is second.
346,2,American Goldfinch,49,Rectrix is be.
347,2,American Goldfinch,50,Wing bar is rich.
348,2,American Goldfinch,51,Feather is yellow.
349,2,American Goldfinch,52,Tail covert is yellow.
350,2,American Goldfinch,53,Bill is grayish.
351,2,American Goldfinch,54,Covert is white.
352,2,American Goldfinch,55,Throat has feather.
353,2,American Goldfinch,56,Wing has brown. Brown has tip. Tip is whitish.
354,2,American Goldfinch,57,Tail is notched. Notched is short.
355,2,American Goldfinch,58,Throat has covert. Covert is yellow. Yellow is olive.
356,2,American Goldfinch,59,Wing-bar is strong.
357,2,American Goldfinch,60,Alternate contour feather is due. Due is to.
358,2,American Goldfinch,61,Feather of male is yellow.
359,2,American Goldfinch,62,Body size is such.
360,2,American Goldfinch,63,Tail has patch. Patch is small.
361,2,American Goldfinch,64,Body molt is prealternate.
362,2,American Goldfinch,65,Tail has patch. Patch is to. To has rectrix.
363,2,American Goldfinch,66,Throat has covert.
364,2,American Goldfinch,67,Bill is small.
365,2,American Goldfinch,68,Margin is toothed.
366,2,American Goldfinch,69,Head is yellow. Yellow is olive.
367,2,American Goldfinch,70,Head is citrine.
368,2,American Goldfinch,71,Call is other.
369,2,American Goldfinch,72,Body mass has season.
370,2,American Goldfinch,73,Breast is brownish. Brownish is to. To is gray. Gray is olive.
371,2,American Goldfinch,74,Feather is upperwing.
372,2,American Goldfinch,75,Molt limit is between. Between has feather. Feather is formative.
373,2,American Goldfinch,76,Back has species.
374,2,American Goldfinch,77,Flight feather has covert.
375,2,American Goldfinch,78,Feather has ultraviolet.
376,2,American Goldfinch,79,Secondary covert is upperwing.
377,2,American Goldfinch,80,Definitive basic plumage is brown. Brown is olive.
378,2,American Goldfinch,81,Female plumage is dull.
379,2,American Goldfinch,82,Covert has head.
380,2,American Goldfinch,83,Flight feather is black. Black has jet.
381,2,American Goldfinch,84,Tract is same.
382,2,American Goldfinch,85,Definitive alternate plumage has yellow.
383,2,American Goldfinch,86,Feather is formative.
384,2,American Goldfinch,87,Covert has tip. Tip is whitish.
385,2,American Goldfinch,88,Bill is during.
386,2,American Goldfinch,89,Outer rectrix has patch. Patch is white.
387,2,American Goldfinch,90,Wing bar is yellow.
388,2,American Goldfinch,91,Throat has feather. Feather is black. Black has jet.
389,2,American Goldfinch,92,Median and inner great covert is filamentous.
390,2,American Goldfinch,93,Juvenile body feather is due. Due has density.
391,2,American Goldfinch,94,Less wing covert is yellow.
392,2,American Goldfinch,95,Plumage is formative.
393,2,American Goldfinch,96,Bill color is to. To has brown. Brown is grayish.
394,2,American Goldfinch,97,Tail covert is under.
395,2,American Goldfinch,98,Bill is colored.
396,2,American Goldfinch,99,Molt limit has covert. Covert is great.
397,2,American Goldfinch,100,Flank is remaind.
398,2,American Goldfinch,101,Juvenile plumage has growth.
399,2,American Goldfinch,102,Throat has covert. Covert is great.
400,2,American Goldfinch,103,Flight feather is brown. Brown is blackish.
401,2,American Goldfinch,104,Bill is dark.
402,2,American Goldfinch,105,Bill is orange. Orange is dull.
403,2,American Goldfinch,106,Less covert is yellow. Yellow is olive.
404,2,American Goldfinch,107,Body size is to. To has coloration. Coloration is dark.
405,2,American Goldfinch,108,Alternate contour feather is due. Due has density.
406,2,American Goldfinch,109,Alternate plumage is dull.
407,2,American Goldfinch,110,Tail has patch. Patch is white.
408,2,American Goldfinch,111,Bill is during. During has season.
409,2,American Goldfinch,112,Molt is prealternate.
410,2,American Goldfinch,113,Head has nape.
411,2,American Goldfinch,114,Lore has mottling. Mottling is black. Black is light.
412,2,American Goldfinch,115,Flight feather is blackish.
413,2,American Goldfinch,116,Throat is olive.
414,2,American Goldfinch,117,Plumage is yellow. Yellow is bright.
415,2,American Goldfinch,118,Body size is large.
416,2,American Goldfinch,119,Flight feather has covert. Covert is olive.
417,2,American Goldfinch,120,Throat of male is bright.
418,2,American Goldfinch,121,Plumage is basic.
419,2,American Goldfinch,122,Feather has patch. Patch on outer rectrix is white.
420,2,American Goldfinch,123,Crown is irregular.
421,2,American Goldfinch,124,Plumage is muted.
422,2,American Goldfinch,125,Flank is brown. Brown is olive.
423,2,American Goldfinch,126,Plumage is basic. Basic is first.
424,2,American Goldfinch,127,Uppertail covert has edging. Edging is brown.
425,2,American Goldfinch,128,Molt limit is between.
426,2,American Goldfinch,129,Undertail covert is white.
427,2,American Goldfinch,130,Inner great covert is 10.
428,2,American Goldfinch,131,Head has scapular.
429,2,American Goldfinch,132,Juvenile plumage is recognizable.
430,2,American Goldfinch,133,Uppertail covert is yellow. Yellow has sulphur.
431,2,American Goldfinch,134,Beak is long.
432,2,American Goldfinch,135,Covert has tip. Tip is broad.
433,2,American Goldfinch,136,Bill color is to. To has brown. Brown is dark.
434,2,American Goldfinch,137,Less covert is yellow.
435,2,American Goldfinch,138,Barb density is sparse.
436,2,American Goldfinch,139,Covert is tipped. Tipped is white.
437,2,American Goldfinch,140,Feather is grayish. Grayish is brownish.
438,2,American Goldfinch,141,Bill has color.
439,2,American Goldfinch,142,Wing has brown. Brown has tip. Tip is worn.
440,2,American Goldfinch,143,Juvenile body feather is due. Due has density. Density is low.
441,2,American Goldfinch,144,Head is without. Without has mottling.
442,2,American Goldfinch,145,Beak is orange.
443,2,American Goldfinch,146,Outer covert has tip. Tip is worn.
444,2,American Goldfinch,147,Body mass has g.. G is 11.0–13.0.
445,2,American Goldfinch,148,Tail has patch. Patch is distinct.
446,2,American Goldfinch,149,Feather is one.
447,2,American Goldfinch,150,Feather is two.
448,2,American Goldfinch,151,Barb density is low.
449,2,American Goldfinch,152,Throat has covert. Covert is black.
450,2,American Goldfinch,153,Wing has brown. Brown is blackish.
451,2,American Goldfinch,154,Feather is between. Between has shedding.
452,2,American Goldfinch,155,Tail is black.
453,2,American Goldfinch,156,Molt is preformative.
454,2,American Goldfinch,157,Plumage is later.
455,2,American Goldfinch,158,Plumage is first.
456,2,American Goldfinch,159,Plumage has structure. Structure is different.
457,2,American Goldfinch,160,Body mass has g.. G. is 13.5–20.0.
458,2,American Goldfinch,161,Bill color has plumage.
459,2,American Goldfinch,162,Plumage is yellow.
460,2,American Goldfinch,163,Less covert is most.
461,2,American Goldfinch,164,Belly is yellow. Yellow has sulphur.
462,2,American Goldfinch,165,% adult wing length is 59.
463,2,American Goldfinch,166,Uppertail covert is gray. Gray is smoky.
464,2,American Goldfinch,167,Bill is to. To has yellow. Yellow is orange.
465,2,American Goldfinch,168,Wing edge is white.
466,2,American Goldfinch,169,Tail has patch. Patch is distinctive.
467,2,American Goldfinch,170,Undertail covert is yellow.
468,2,American Goldfinch,171,Covert has remex.
469,2,American Goldfinch,172,Molt limit is among. Among has upperwing.
470,2,American Goldfinch,173,Covert is without. Without has mottling.
471,2,American Goldfinch,174,Outer rectrix has patch. Patch is small.
472,2,American Goldfinch,175,Tail covert has under.
473,2,American Goldfinch,176,Body size is small.
474,2,American Goldfinch,177,Undertail covert is whitish.
475,2,American Goldfinch,178,Wing is blackish.
476,2,American Goldfinch,179,Flight feather has covert. Covert is blackish.
477,2,American Goldfinch,180,Wing is black. Black has tip.
478,2,American Goldfinch,181,Wing is black. Black has jet.
479,2,American Goldfinch,182,Tail has patch. Patch is to. To has web.
480,2,American Goldfinch,183,Body mass has g..
481,2,American Goldfinch,184,Less covert is olive.
482,2,American Goldfinch,185,Bill is orange.
483,2,American Goldfinch,186,Juvenile plumage is during. During has week. Week is first.
484,2,American Goldfinch,187,Feather is grayish. Grayish is pale.
485,2,American Goldfinch,188,Rectrix is possible.
486,2,American Goldfinch,189,Plumage is nonbreeding.
487,2,American Goldfinch,190,Molt limit is can.
488,2,American Goldfinch,191,Body plumage is yellow.
489,2,American Goldfinch,192,Throat of male has age.
490,2,American Goldfinch,193,Covert is black.
491,3,American Pipit,0,Flight call has pit. Pit is noted. Noted is two.
492,3,American Pipit,1,Scapular is heavy.
493,3,American Pipit,2,Wing is buff.
494,3,American Pipit,3,Rump is brown. Brown has streak. Streak is black.
495,3,American Pipit,4,Flight song is unique.
496,3,American Pipit,5,Tail feather is out.
497,3,American Pipit,6,Call is quick.
498,3,American Pipit,7,Wing is tapered.
499,3,American Pipit,8,Juvenile upperwing primary covert has section. Section has point. Point is at. At has tip.
500,3,American Pipit,9,Covert is great.
501,3,American Pipit,10,Back has stripe. Stripe is down. Down has side.
502,3,American Pipit,11,Flange plae is yellow.
503,3,American Pipit,12,Wing is brown. Brown is dusky.
504,3,American Pipit,13,Coloration and underpart marking of wintering pipit is general.
505,3,American Pipit,14,Crown is streaked. Streaked is dark.
506,3,American Pipit,15,Wing bar is white.
507,3,American Pipit,16,Breast has part.
508,3,American Pipit,17,Wing has feather. Feather is white.
509,3,American Pipit,18,Crown is uniform.
510,3,American Pipit,19,Underpart is entire.
511,3,American Pipit,20,Breeding plumage is buff. Buff is rich.
512,3,American Pipit,21,Center on mantle is black.
513,3,American Pipit,22,Rump is brown. Brown has streak. Streak is narrow.
514,3,American Pipit,23,Tail is short.
515,3,American Pipit,24,Lore has eye. Eye is brown. Brown is dark.
516,3,American Pipit,25,Breast has streak. Streak is dark.
517,3,American Pipit,26,Back is brown. Brown is buffy.
518,3,American Pipit,27,Feather is brown. Brown is blackish.
519,3,American Pipit,28,Eye-ring is indistinct.
520,3,American Pipit,29,Wing has feather.
